"ingredient_id","ingredient_name","category_id"
NL2354,Bông kim châm,N02
NL2355,Ốc biển,N17
NL2360,Mối,N02
NL2361,Dây lát,N02
NL2363,Nếp bún thơm,N10
NL2364,Chả tôm,N04
NL2369,Chả quế,N02
NL2371,Thịt heo quay da giòn,N09
NL2372,Thịt ba rọi muối,N02
NL2377,Rau cải chíp,N08
NL2378,hạt tiêu,N02
NL2380,Lưỡi heo nhỏ,N09
NL2381,bơ nước,N02
NL2382,Bột gạo lọc,N12
NL2384,Cà lách,N02
NL2387,Muốn,N02
NL2390,Gà nhỏ,N06
NL2391,Thịt ốc móng tay,N17
NL2392,tiêu Tương cà,N02
NL2395,Mắm sặc,N02
NL2396,Ngãi bún,N10
NL2397,Thịt cốt lết,N02
NL2399,Sườn que,N02
NL24,Su hào,N02
NL240,Tắc chín,N02
NL2401,Đậu bo,N02
NL2402,Radish,N02
NL2404,Bồn bồn tươi,N02
NL2405,Gà ta da giòn,N06
NL2408,Cơm dừa dẻo,N02
NL2409,Khuôn tròn bánh flan,N02
NL241,Mì căn,N02
NL2410,Dầu ô liu,N02
NL2412,Cà tím to,N02
NL2413,Dưa chuột muối chua,N02
NL2414,Đậu bi đông lạnh,N02
NL2415,Súp phở chay,N10
NL2417,than,N02
NL2422,Cơm mẻ Chọn mẻ thơm có vị chua vừa,N02
NL2423,Cà bi vàng và đỏ,N02
NL2425,Trà sữa Blendy Royal,N02
NL2426,Syrup đào,N02
NL2429,Cải kale,N02
NL2430,Đậu trắng lon,N02
NL2431,Đậu gà lon,N06
NL2432,Thịt nạc bò mềm,N13
NL2434,kinh giới,N02
NL2437,Đậu Pháp cove Nhật,N02
NL2439,Táo Mỹ đỏ,N02
NL2440,Táo Mỹ vàng,N02
NL2441,Hạt óc chó walnut,N02
NL2444,Gấc chín,N02
NL2445,Đùi dê,N02
NL2447,Hạt dỗi,N02
NL2448,Khoai tây Đà lạt,N02
NL245,bột bắp,N02
NL236,Gừng,N19
NL2450,dầu gấc,N02
NL2453,Khoai sọ nhỏ,N02
NL2454,Tai chua,N02
NL2455,Măng tây cọng to,N02
NL2458,Đậu bi bo,N02
NL2459,Bí đỏ gọt sạch vỏ,N02
NL2461,ớt bột paprika Muối,N02
NL2463,Gà tam hoàng thả vườn khoảng,N06
NL2464,Hồng sâm,N02
NL2466,Rau mùi Muối,N08
NL2469,nhỏ Đậu que,N02
NL2470,Thịt nạc đùi,N02
NL2472,Thịt hàu sữa,N02
NL2473,Su hào lột vỏ,N02
NL2475,Đuôi heo khoảng,N09
NL2477,Bột nở,N02
NL2478,Nước ấm,N02
NL2479,Bó lá chùm ngây,N02
NL2480,Thịt chay lá chùm ngây,N02
NL2485,Đà điểu phi lê,N02
NL2486,Mứt trái cây nho cam dâu phúc bồn tử kiwi,N02
NL2487,Kiệu chua chẻ làm,N02
NL2488,Dưa hường,N02
NL2489,Gà ta chặt miếng cạnh,N06
NL2491,bột cam thảo,N02
NL2492,bột sa cương,N02
NL2494,Thịt gân bò,N13
NL2495,Bồn bồn muối chua,N02
NL2497,Hàu tươi,N02
NL25,Bánh pía tươi,N02
NL250,Ngũ vị hương,N02
NL2500,Lá cóc,N02
NL2501,Hoành thành tươi,N02
NL2502,Tabasco đỏ,N02
NL2504,Lá gừng,N02
NL2505,dầu ớt sa tế,N02
NL2507,Ngò tây Sữa chua không đường,N02
NL2508,tabasco,N02
NL2510,sa tế ớt,N02
NL2511,Lòng đỏ trứng muối lấy lòng đỏ sống,N02
NL243,Nấm đông cô,N08
NL2467,Ức vịt,N14
NL2512,Tiêu sọ hạt,N02
NL2513,Lá dứa thắt gút,N02
NL2515,Mứt dâu tằm,N02
NL2516,Bánh ướt tròn,N02
NL252,Bí Nhật,N02
NL2521,Da heo tươi,N09
NL2526,Bột nếp ngon,N02
NL2527,Rau cuốn Rau cải con,N08
NL2528,Dụng cụ mành tre để cuốn,N02
NL2529,giấy thấm dầu,N02
NL2530,Đậu ngự tươi,N02
NL2531,Tôm lóng tôm càng nhỏ,N04
NL2534,Tương hột vàng,N02
NL2535,Cải muối,N02
NL2536,Câu kỷ tử,N02
NL2539,Cà phê đen,N02
NL254,Đậu bi,N02
NL2540,Quế cây khô cỡ ngón tay,N02
NL2541,Lá thơm Bay leaves,N02
NL2542,Nhãn khô Hưng Yên,N02
NL2544,Tôm viên,N04
NL2545,Cơm cháy,N02
NL2546,wasabi,N02
NL2550,Dụng cụ khuôn bánh khọt,N02
NL2555,Dưa leo nhỏ,N02
NL2557,Hoa đậu biếc khô,N02
NL2558,Soda,N02
NL2559,Rau củ đông lạnh các loại,N03
NL2560,Blendy Trà Đào hương Cam Sả,N02
NL2561,Kem whipping Cần dụng cụ máy đánh trứng,N02
NL2562,khuôn kem có que gỗ,N02
NL2563,Nước mỡ lấy từ mỡ ba chỉ,N02
NL2564,Mỡ ba chỉ,N02
NL2569,Hỗn hợp rau củ đông lạnh,N03
NL257,Khoai mỡ tím,N02
NL2572,Trái lê,N02
NL2573,Bắp mỹ tách hạt,N02
NL2575,Socola chip,N02
NL2576,Mứt dâu tây Jam,N02
NL2577,Mì Efu,N02
NL258,Tóp mỡ,N02
NL2580,romanie,N02
NL2581,Mỹ,N02
NL2582,Củ cải đỏ,N03
NL2583,Thịt thăn ngoại,N02
NL2584,Gan gà,N06
NL2586,Đậu phộng khô,N02
NL2587,Hạt mù tạt,N02
NL2592,Đậu hủ trắng lớn,N02
NL2595,Đọt khổ qua rừng,N02
NL26,Trứng gà,N06
NL260,Cải thìa,N02
NL2601,Củ thì là fennel,N03
NL2603,Gà chặt miếng,N06
NL2606,Thăn bò,N13
NL2608,Thịt heo phần nách,N09
NL2609,Nước từ lá chùm ngây,N02
NL261,Cật heo,N09
NL2611,Táo đỏ còn hạt,N02
NL2615,Kẹo cốm màu,N02
NL2616,Kem dừa vani,N02
NL2618,Cơm dừa nước,N02
NL2619,Nước dừa nước,N02
NL262,Khoai tây,N02
NL2620,Quế cây,N02
NL2622,Trà sữa dâu Blendy,N02
NL2623,Bánh cookies đỏ,N02
NL2624,Bánh cookies đen,N02
NL2626,Đùi tỏi gà chọn cái vừa,N06
NL2629,Lá mắc mật,N02
NL263,Quả dành dành,N05
NL2639,Lá Thyme tươi,N02
NL2643,Nước cốt me đặc,N02
NL2644,Lưỡi lợn,N09
NL2645,Tai lợn,N09
NL2646,Mũi lợn,N09
NL2647,Kem sữa tươi,N02
NL2648,Chuối Doli,N02
NL265,Whipping topping,N02
NL2650,Lưỡi heo to,N09
NL2651,Ghẹ sống tươi,N02
NL2654,Sườn sụn bò nội địa,N13
NL2657,Ngọc kê,N02
NL2658,Nước mỡ gà,N06
NL2661,Dừa rám,N02
NL2662,Mứt phúc bồn tử,N02
NL2663,Bột Pan cake vị truyền thống,N02
NL2664,Dừa nạo sợi,N02
NL2665,Sữa tươi ít đường,N02
NL2667,sữa tươi không đường chén,N02
NL2668,Đậu phụ mơ Bắc,N02
NL2669,Phomai cứng,N02
NL2808,Nấm tràm,N08
NL2673,Blendy trà sữa dâu,N02
NL2674,Cánh gà khoàng,N06
NL2729,Bạch tuộc,N15
NL2676,Bột hạnh nhân,N02
NL2678,Màu hoa đậu biếc,N02
NL2679,Lá chuối tươi,N02
NL268,Thịt ba chỉ rút sườn,N02
NL2680,Gân bò lạng gân lạng từ phần thăn bò,N13
NL2681,Khóm,N02
NL2682,Lá é tươi,N02
NL2684,Lá Chùm ngây,N02
NL2686,Phổ tai khô,N02
NL2689,Dưa lưới vàng,N02
NL2690,Hạt óc chó,N02
NL2691,Mù tạc nguyên hạt,N02
NL2694,Bắp bò hoa loại ăn tái,N13
NL2695,Khăn lông bò,N13
NL2696,Gân bò lạng Lấy ra từ thăn phi lê bò,N13
NL2699,Bí đỏ baby Bí đỏ Nhật,N02
NL2700,Đậu phộng vỏ đỏ khô miền bắc,N02
NL2701,Kem whipping,N02
NL2702,Hạt é,N02
NL2703,Sương sâm,N02
NL2707,Nước dừa tươi nửa trái,N02
NL2710,Lá chúc nguyên lá,N02
NL2712,Cà Tím giống Nhật,N02
NL2713,Mù tạt hạt,N02
NL2717,Bún khô sợi nhỏ,N10
NL272,Bắp bò hoa,N13
NL2724,Củ cải muối sợi,N03
NL2725,Tai heo không lấy phần mỡ,N09
NL2726,Cồi điệp đông lạnh,N02
NL2727,Hoa điên điển,N02
NL273,Trứng vịt,N14
NL2730,Càng ghẹ,N02
NL2731,Dưa chuột muối,N02
NL2733,Sợi bún bò,N13
NL2735,Thịt đùi dê,N02
NL2737,Bí đỏ hạt đậu,N02
NL2739,Cốm Bắc tươi,N02
NL2741,Bí đỏ baby,N02
NL2742,Bột matcha,N02
NL2743,Bột jelly,N02
NL2744,Bột rau câu giòn,N08
NL2748,Dừa sấy,N02
NL2750,Mỡ gáy heo,N09
NL2751,Bánh cookie,N02
NL2752,Bánh quế,N02
NL2753,Salad Romaine,N02
NL2755,Trứng gà so,N06
NL2757,Lá hẹ,N02
NL2759,Ớt bột parika hun khói,N02
NL2760,Tương hột ngon,N02
NL2761,Bò bằm,N13
NL2763,Trái vả,N02
NL2765,Gà ta Gò Công,N06
NL2767,Dưa chuột,N02
NL2768,Bánh mỳ burger đen,N02
NL2769,Rau ngũ vị,N08
NL277,Lá chanh,N02
NL2770,Ba chỉ bò loại lát nhập,N13
NL2771,Nui ống cọng ngắn,N02
NL2773,Thịt bạ rọi,N02
NL2774,Màu điều dầu,N02
NL2776,Sữa đậu nành,N02
NL2778,Thịt heo nạc lưng,N09
NL2782,Dầu đậu nành,N02
NL2783,Hạt nêm hải sản,N02
NL2787,Bắp hạt nhỏ,N02
NL2788,Bắp nụ nhỏ,N02
NL2790,Thịt đùi gà,N06
NL2791,Lá dứa bản lớn,N02
NL2792,Bánh phở khô,N10
NL2793,màu hạt điều,N02
NL2799,Thịt bằm,N02
NL28,Cam,N02
NL280,Đế bánh pizza,N02
NL2801,Bánh rô ti,N02
NL2803,Cọng Tỏi,N02
NL2804,Bánh đa tôm,N04
NL2805,Salad Roman,N02
NL2806,Ba rọi muối,N02
NL2809,Đậu hũ mềm,N02
NL2810,Bơ đậu phộng Sữa tươi không đường,N02
NL2811,Bắp cải tím Dầu mè,N02
NL2812,Bê thui,N02
NL2813,Thịt gà phi lê,N06
NL28130,Bánh xếp gyoza,N19
NL2815,Măng cụt,N02
NL2816,Sữa chua dâu,N02
NL2818,Hành tím phi bóp nhỏ,N02
NL2820,Gân bò,N13
NL2821,Hũ thủy tinh keo,N02
NL2822,Thanh tre,N02
NL2823,Ốc bươu sơ chế sạch,N17
NL2824,Ba khía,N02
NL2827,Thịt chân giò,N02
NL2828,Thanh tre chẻ,N02
NL2829,Chân gà loại chân gà công nghiệp lớn,N06
NL283,Olive đen,N02
NL2831,Củ cải trắng khô,N03
NL2833,Kiệu tươi,N02
NL2834,Thơm sấy khô,N02
NL2835,Củ năng lột vỏ,N03
NL2779,Măng,N08
NL2837,Đà điểu,N02
NL2948,Nấm tràm,N08
NL29,Ngò tây,N18
NL285,Thịt má đùi gà,N06
NL2850,con Trứng cút,N02
NL2851,bột tẩm khô,N02
NL2852,Vỏ cam mài,N02
NL2854,Mỡ có tóp mỡ,N02
NL2855,thịt ốc miếng,N17
NL2856,Huyết,N02
NL2857,Trứng vịt bắc thảo,N14
NL2858,Bò viên chay,N13
NL2859,Bánh phở nguyên miếng,N10
NL2863,Nui nơ,N02
NL2864,Hủ tiếu,N10
NL2866,Nui khô,N02
NL2869,Da hoành thánh,N02
NL2870,Bột gạo pha loãng,N12
NL2871,Bột nổi,N02
NL2872,Nước vôi trong,N02
NL2874,Bóng bì,N02
NL2876,Tôm bạc tươi,N04
NL2880,Bột khoai,N02
NL2881,Cải thảo bỏ cọng,N02
NL2883,Con gà ta khoảng,N06
NL2886,Hoa kim châm,N02
NL2887,Đậu thận loại đóng hộp,N02
NL2888,Tôm bạc,N04
NL2892,Bông cải trắng cái,N02
NL2897,Chỉ cotton,N02
NL290,Sườn chay khô,N02
NL2901,Thịt cua chay,N02
NL2904,Olive đen không hạt,N02
NL2905,Bánh quy giòn,N02
NL2907,Rau cải thìa,N08
NL2909,Đế pizza nhỏ,N02
NL2911,Lá orgena khô,N02
NL2913,tinh dầu cà cuống,N02
NL2914,Bánh mì hamburger,N16
NL2917,Nguyên liệu Hàu,N02
NL2919,Thịt heo thăn,N09
NL29196,Cá hồi file,N18
NL292,Lòng gà,N06
NL2925,Mỡ thịt,N02
NL2927,Thỏ,N02
NL2929,Mỡ heo chay,N09
NL2930,hạnh nhân,N02
NL2932,Thịt heo nạc,N09
NL2935,Lá tía tô lớn,N02
NL2936,Lá đinh lăng,N02
NL2937,ớt hiểm Muối,N02
NL294,Bông điên điển,N02
NL2941,Nho móng tay,N02
NL2942,Cơm dừa sấy khô,N02
NL2943,Ba loại hạt hạt dưa,N02
NL2946,Đậu hủ trắng nhỏ,N02
NL2947,Bánh mỳ burger,N02
NL2954,Sữa,N02
NL2955,Ruốc biển tươi,N02
NL2956,Cọng cải chua,N02
NL2959,Đậu hũ Nhật,N02
NL2960,Kim chi cải thảo,N02
NL2961,Gà đùi,N06
NL2962,Kẹo cốm đủ màu,N02
NL2965,Thanh long ruột trắng nhỏ,N02
NL2966,Bánh canh bột gạo loại có áo bột năng,N12
NL2969,Xá bấu,N18
NL297,Khổ qua,N02
NL2972,đọt húng lìu,N18
NL2973,Thìa là,N18
NL2975,bắp non,N18
NL2976,rau kèo nèo,N18
NL2977,tiêu xanh,N18
NL298,Củ cải đỏ radish,N03
NL2982,Mỡ hẹ,N18
NL2984,húng láng,N18
NL2985,canh chua,N18
NL2986,Gừng chua kiểu nhật,N18
NL299,Rau mầm,N08
NL2994,ớt xiêm xanh đỏ,N18
NL300,Hương thảo,N02
NL3002,tương xí muội,N18
NL3006,Cải hảo,N18
NL3013,Tiêu sọ xay,N19
NL3014,Xốt tabaco,N19
NL3016,Hỗn hợp lá thơm khô,N19
NL3017,Tiêu đập dập,N19
NL3018,Ajiquick lẩu thái,N19
NL2987,Xà lách,N18
NL3019,Đồ chua cắt sợi,N19
NL3020,Tiêu trắng xay,N19
NL3022,Mù tạt xanh,N19
NL3023,Tiêu sọ bể,N19
NL3025,Muối tiêu,N19
NL3026,Dầu hẹ,N19
NL3027,Hỗn hợp thơm,N19
NL3029,Ajiquick lẩu kim chi,N19
NL303,Gan bò,N13
NL3030,Khô cá cơm loại không tẩm,N19
NL3031,Tiêu đen giã bể,N19
NL3032,Baking soda,N19
NL3037,Tiêu sọ giã bể,N19
NL3038,Xốt takoyaki,N19
NL3040,Xốt dầu giấm,N19
NL3042,Tương ớt sidacha,N19
NL3043,Muối,N19
NL3044,Tiêu xay,N19
NL3049,Đậu phộng rang,N19
NL3050,Ajiquick thịt kho,N19
NL3051,Ajiquick bún riêu cua,N19
NL3057,Bột cam tang,N19
NL3058,Dầu ôliu,N19
NL3060,Ajiquick phở bò,N19
NL3061,Ajiquick cá kho riềng,N19
NL3062,Mè trắng rang,N19
NL3065,Dầu dăn,N19
NL3066,Bột hương,N19
NL30676,Cắt que như thịt,N19
NL3068,Bột đa năng,N19
NL3069,Xốt okonomoyaki,N19
NL307,Đùi ếch to,N11
NL3072,Baking sodo,N19
NL3073,Tương cà ketchup,N19
NL3074,Xốt cà paste,N19
NL30740,Bacon thịt heo xông khói,N19
NL3075,Dầu chiên,N19
NL3077,Poa rô cắt lát,N19
NL3078,Mè rang,N19
NL3079,Giấm đỏ,N19
NL308,É tía,N02
NL3081,Dầu mè,N19
NL3082,Dầu điều,N19
NL3083,Ớt paprika,N19
NL3084,Dầu ăn,N19
NL3086,Xốt mận,N19
NL3087,Tiêu bể,N19
NL3088,Xốt mù tạt vàng,N19
NL3089,Tiêu đen bể,N19
NL3093,Dầu oliu,N19
NL3094,Ớt sừng băm,N19
NL3097,Hạt nêm ajingon,N19
NL3100,Ajiquick bún bò huế,N19
NL3101,Dầu hào,N19
NL3102,Tiêu lốp,N19
NL3103,Ajiquick lẩu bò,N19
NL3054,Tỏi băm,N19
NL3107,Phở chay,N19
NL3108,Hạt nêm ajingon heo,N19
NL311,hành tím phi,N02
NL3113,Tiêu xanh đập giập,N19
NL3114,Dầu hàu,N19
NL3115,Tiêu đen cà bể,N19
NL3116,Rau,N19
NL3117,Xốt cà chua,N19
NL3119,Đậu phộng rang giã bể,N19
NL3120,Nướng tương,N19
NL3122,Đậu phọng rang xay,N19
NL3125,Bột đinh hương,N19
NL3127,Đồ chua sợi nhỏ,N19
NL3128,Dầu điều,N19
NL3129,Hắc xì dầu,N19
NL3131,Ajiquick thịt kho tàu,N19
NL3132,Mè đen rang,N19
NL3133,Tiêu muối,N19
NL3134,Lá thơm lọ lá thơm,N19
NL3136,Poa rô bằm,N19
NL3137,Đậu phọng rang giã bể,N19
NL3139,Củ sắn cắt sợi ngâm chua ngọt,N19
NL3140,Dầu xà lách simply,N19
NL3141,Dầu olive extra virgin,N19
NL3144,Nước soda lon,N19
NL3148,Hạt nêm chay,N19
NL3149,Muối sấy,N19
NL3153,Sản phẩm nhấn,N19
NL3154,Dầu trộn salad,N19
NL3155,Giấm táo,N19
NL3159,Ajiquick lẩu đuôi bò,N19
NL316,Bông thiên lý,N02
NL3160,Khô cá lóc tẩm,N19
NL3165,Cà chua đường,N19
NL3156,Bột chiên giòn,N19
NL3109,Xốt mayonnaise,N19
NL3173,Lá chúc băm,N19
NL3178,Muối hột sạch hạt nhỏ,N19
NL3179,Giấm bỗng,N19
NL3184,Tương ớt sa tế,N19
NL3185,Bột xù,N19
NL3186,Bột đa năng bột ngọt,N19
NL3187,Tiêu trắng hạt,N19
NL3191,Xốt ớt tabasco,N19
NL3197,Ajiquick lẩu thập cẩm,N19
NL3198,Xốt cà,N19
NL320,Rau tần ô,N08
NL3203,túi tam giác bắt kem,N20
NL3212,Cốm xanh,N02
NL3213,Thịt băm,N13
NL3214,Mướp,N05
NL322,Dầu ăn,N02
NL327,tăm,N02
NL328,màu thực phẩm đỏ,N02
NL330,hạt mè đen,N02
NL332,Măng tây nhỏ,N02
NL334,Lá ớt,N02
NL337,Dưa leo,N02
NL34,Nước gừng,N02
NL341,Mỡ gà,N06
NL342,Bột nghệ,N02
NL34211,Hạt nêm Ajingon Giảm Muối,N18
NL346,Rong nho,N02
NL349,Cam Mỹ,N02
NL35030,Sữa chua Hy lạp,N02
NL351,Rau tía tô,N08
NL352,Nấm linh chi,N08
NL353,Củ cải trắng,N03
NL35506,Nấm lộc nhung,N08
NL357,Lòng trắng trứng gà,N06
NL35802,Măng tây tước xơ phần già,N19
NL35956,Vớt ra ngâm nước lạnh,N19
NL365,Bacon,N02
NL366,Đậu nành Nhật,N02
NL367,Sữa tươi,N02
NL369,Vỏ hoành thánh,N02
NL370,Cơm sầu riêng,N02
NL371,Bạch tuộc,N15
NL37526,Cá hồi file,N19
NL376,Khoai tây vàng,N02
NL377,khoai tím,N02
NL378,Bò thăn chọn khối chữ nhật,N13
NL379,Ớt bột Paprika,N02
NL380,Hương thảo tươi,N02
NL381,Thịt ba chỉ không da,N02
NL382,nước tắc,N02
NL389,Thịt ba rọi,N02
NL39,Lòng trắng trứng gà ta,N06
NL390,Cà tím,N02
NL391,Sườn heo chọn phần sụn,N09
NL392,Bao tử heo,N09
NL39237,Thanh long đỏ Cắt khối,N18
NL393,Dồi trường,N02
NL395,Lá thyme,N02
NL396,oregano,N02
NL397,Muối hồng Hymalaya,N02
NL398,Giấy bạc,N02
NL40,Đậu hũ trắng lớn,N02
NL401,Salad iceberg,N02
NL402,Salad lolo tím,N02
NL403,Thịt ba chỉ hun khói,N02
NL40342,Củ năng gọt vỏ,N19
NL405,Ốc móng tay,N17
NL406,Dầu hào,N02
NL407,Dầu màu điều,N02
NL416,Vang trắng,N02
NL418,Kem sữa,N02
NL419,Tương mè trắng,N02
NL420,Mirin,N02
NL421,Sake,N02
NL425,Rau răm,N08
NL427,Bóng bì lợn,N09
NL428,Bông cải trắng,N02
NL430,Miến,N10
NL431,Khô bò,N13
NL433,Tôm thẻ,N04
NL436,Salad mỡ Đà Lạt,N02
NL437,Bắp Mỹ hạt,N02
NL44,Dừa tươi,N02
NL441,Gà ta Chặt miếng vừa ăn,N06
NL442,Táo đỏ nhỏ táo tàu khô,N02
NL4,Củ hành tây,N02
NL372,Bắp cải,N02
NL347,Bắp cải tím,N02
NL409,Giá đậu nành,N08
NL41,Hành boaro,N18
NL44298,Ăn kèm bánh mì sanhdwich,N19
NL445,Thịt ốc bươu,N17
NL446,Lòng trắng trứng,N02
NL449,Sữa chua không đường,N02
NL45,Whipping đánh nổi,N02
NL450,Ngũ cốc granola,N02
NL451,Mứt dâu,N02
NL452,Thăn lưng bò mềm,N13
NL453,Dưa leo Nhật,N02
NL459,Muối hồng,N02
NL46,Hành lá,N02
NL460,Lá hoành thánh,N02
NL461,Thạch rau câu dẻo,N08
NL462,Vải đóng lon,N02
NL463,Trà Vải hương Hoa Hồng Blendy,N02
NL466,Tương cà,N02
NL467,Tương ớt,N02
NL469,Mắm,N02
NL470,Muối,N02
NL471,Hạt nêm,N02
NL472,Bột ngọt,N02
NL473,Bún,N10
NL474,Chả bò,N13
NL476,Rau muống,N08
NL478,Bắp chuối,N02
NL47898,Xúc xích,N02
NL480,Rau thơm,N08
NL481,Dầu điều,N02
NL482,Nước mắm,N02
NL483,Hạt nêm cf,N02
NL485,Tiêu,N02
NL486,Nước tương,N02
NL487,Mè,N02
NL488,Rau cần nước,N08
NL489,Cọng súng,N02
NL490,Me vắt,N02
NL492,Cải nầm,N02
NL493,Dưa cải,N02
NL494,Thịt thăn bò,N13
NL495,Dầu,N02
NL496,Bánh mì,N16
NL497,Cách gà công nghiệp,N06
NL498,Đậu hủ trắng bìa lớn,N02
NL499,Củ hũ dừa,N03
NL50,Cải thảo,N02
NL500,Rau rừng,N08
NL501,Tương đen,N02
NL50202,Thanh long đỏ cắt khối,N19
NL50341,Tương miso,N19
NL505,Khoai mì,N02
NL506,Kem lạnh vani,N02
NL507,Chuối laba,N02
NL508,Đậu ngự,N02
NL509,Đậu đỏ,N02
NL51,Đậu que Nhật,N02
NL510,Đậu trắng,N02
NL512,Dừa,N02
NL514,Gà ta nhỏ,N06
NL517,mỡ gà thắng,N06
NL518,Bún khô,N10
NL519,Khế chua,N02
NL520,Tía tô,N02
NL521,Mắm ruốc Huế khoảng,N02
NL522,Cánh gà vừa,N06
NL524,Kỷ tử,N02
NL527,Bún tươi,N10
NL529,Trứng cút,N02
NL52976,Thịt heo chiên xù kiểu nhật tonkatsu,N19
NL530,Tiêu trắng,N02
NL531,dầu hào chay,N02
NL53285,Chần sơ,N19
NL533,Ớ hiểm khô,N02
NL535,Tôm chua cả cái lẫn nước,N04
NL537,Hàu sữa con to,N02
NL538,Chén nước chấm,N02
NL539,Má đùi gà,N06
NL54,Gà ta,N06
NL540,Sữa chua có đường,N02
NL541,Bánh flan,N02
NL542,Cơm rượu nếp cẩm,N02
NL543,Nước đá bi,N02
NL544,Tôm càng,N04
NL546,Sữa tươi hộp không đường,N02
NL55,Cà rốt,N03
NL550,Thì là,N02
NL552,Lòng đỏ trứng gà,N06
NL553,Ớt bột,N02
NL555,Topping cream,N02
NL557,Đá bi,N02
NL56,Cà tím vừa,N02
NL560,Bún trung,N10
NL563,Mè trắng,N02
NL566,Vỏ nem,N02
NL567,Khoai môn,N02
NL568,Khoai lang,N02
NL573,Yaua không đường,N02
NL576,Thịt ba chỉ ̣mua đầu ba chỉ ít thịt,N02
NL577,Muối hạt,N02
NL579,Socola hạt,N02
NL580,Bột quế,N02
NL58118,Bánh xếp kiểu Nhật Gyoza,N18
NL582,Các loại topping lẩu,N02
NL584,Bột nếp,N02
NL585,Chân gà công nghiệp,N06
NL587,dâù ăn,N02
NL589,Nạc dăm,N02
NL59,Gà quay,N06
NL591,Bột cacao,N02
NL592,Kem béo whipping cream,N02
NL564,Nước me,N02
NL53,Nấm mèo,N08
NL593,Nho khô,N02
NL59354,Bánh xếp Gyoza,N18
NL595,Tương Hột Ớt Chilli beean sauce lee kum kee,N02
NL599,Bột pho mai,N02
NL60,Cải chua,N02
NL602,Sa tế tôm,N04
NL604,Củ nén,N03
NL608,Lá cách lớn,N02
NL609,Thịt heo quay,N09
NL610,Mắm linh,N02
NL615,Nước cốt me,N02
NL61596,Nạc lưng heo nạc cốt lếch cắt lát dầy,N19
NL616,Tim heo Bổ đôi làm sạch,N09
NL618,Hành tăm củ nén,N03
NL620,Thịt nạc đầu vai,N02
NL62143,Đậu hũ non,N19
NL622,Mì trứng,N02
NL623,Hành bắc phi,N02
NL631,Sợi phở,N10
NL632,Tôm bạc đất,N04
NL633,Chả lụa chay,N02
NL63324,Xúc xích xông khói,N19
NL63477,Hạt quinoa,N02
NL635,Bánh canh bột lọc,N02
NL637,Màu dầu điều,N02
NL64,Rau mầm tím,N08
NL640,Thịt cua càng cúm,N02
NL641,Củ thì là,N03
NL642,Ôliu đen,N02
NL644,Dừa nạo,N02
NL646,Cà ri dầu,N02
NL647,Tỏi phi,N02
NL649,Đậu trắng Đà Lạt tươi,N02
NL650,Tôm bạc thẻ tươi,N04
NL651,Sấu quả to,N05
NL652,Bột tỏi,N02
NL653,bột hành,N02
NL655,Nước cam sành,N02
NL656,Bột cam,N02
NL659,Mì soba,N02
NL66,Củ radish,N03
NL660,Cồi điệp,N02
NL661,Rau húng quế,N08
NL662,Ớt sa tế,N02
NL663,Đậu petit pois,N02
NL664,Bánh ướt,N02
NL666,bơ đậu phộng,N02
NL667,Đùi ếch,N11
NL668,Nước củ kiệu,N03
NL670,Củ cải đỏ củ ra di,N03
NL671,Dưa leo baby,N02
NL674,lá oregano,N02
NL675,Bông bí,N02
NL677,Sườn chay lát,N02
NL679,Mắm ruốc Huế,N02
NL680,Lá tía tô,N02
NL682,Thịt ức gà,N06
NL684,Cà paste,N02
NL685,Bắp Mĩ,N02
NL687,Mì Udon,N02
NL688,Thịt bò chay lát,N13
NL694,Lá cà ry,N02
NL7,Mù tạt vàng,N02
NL70,Tôm khô,N04
NL700,Mỡ phần,N02
NL70070,tương Miso,N18
NL701,nước màu,N02
NL702,Thịt nạc dăm,N02
NL703,Sa kê,N02
NL704,Lá sả tươi,N02
NL706,Hành hương để nguyên gốc hành và lá,N02
NL71,Mỡ heo,N09
NL71043,Cải xoăn kale,N02
NL713,Mề gà,N06
NL715,Cà bi nhỏ,N02
NL717,Mì tươi,N02
NL718,Ngũ cốc hạt loại hạt cho sữa vào ăn sáng,N02
NL719,Sữa chua,N02
NL722,Thịt hến,N02
NL723,Bạc hà,N02
NL724,Khế,N02
NL726,mỡ nước,N02
NL727,mắm ruốc,N02
NL729,Bắp bò loại bắp rùa,N13
NL730,Củ sắn,N03
NL731,Lưỡi heo,N09
NL732,Huyết heo,N09
NL733,Bí ngòi,N02
NL739,Táo tàu đỏ,N02
NL74,Trứng gà ta,N06
NL740,Kỉ tử,N02
NL741,Đảng sâm,N02
NL745,đồ chua,N02
NL748,Ngải cứu,N02
NL749,Bánh đa đỏ g,N02
NL75,Giò sống,N02
NL75090,Đồ chua nhật gừng ngâm đậu luộc,N19
NL752,sa tế,N02
NL75454,Xá xíu cắt hạt lựu,N19
NL756,Mạch nha,N02
NL759,Đẳng sâm,N02
NL624,Bông hẹ,N02
NL600,Gạch cua,N21
NL742,Bạch quả,N05
NL691,nước mắm chay,N19
NL648,Mắm tôm,N02
NL76,Hành tỏi phi,N02
NL760,hoa hồi,N02
NL761,thảo quả,N05
NL762,quế chi,N02
NL764,Thịt ba chỉ Tương đen Hàn Quốc,N02
NL766,Tương đen Hàn Quốc,N02
NL768,Nước táu nước láu,N02
NL769,Quế chi nhỏ,N02
NL771,Tiêu đen nguyên hạt,N02
