dish_id,dish_name,health_goal,calories,rag_context
M1332,Salad dưa leo trộn xúc xích,Dinh dưỡng cân bằng,240.0,"Món ăn: Salad dưa leo trộn xúc xích. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 240.0 kcal. Thời gian nấu: 20 phút. Độ khó: Dễ. Nguyên liệu chính: Dưa leo, Cà chua, Khoai tây, Cầy tây, Sữa chua, Tiêu, Mật ong, Nước cốt chanh, Húng lũi. Sơ chế: Dưa leo cắt làm đôi, bỏ ruột, rồi cắt lát 0.2 cm. Cà chua bỏ ruột, cắt lát mỏng. Khoai tây cắt khối 2cm, luộc hoặc hấp chín. Hành tây cắt mỏng rồi ngâm nước đá khoảng 15′, để ráo. Cần tây bào bỏ vỏ, cắt sợi. Rau húng lủi, thì là băm nhuyễn, mỗi loại lấy 1m.. Các bước thực hiện: Xúc xích xông khói khứa trên cây xúc xích vài đường, áp chảo cho thơm, cắt vuông 1.5cm.Pha xốt rau thơm: 2M xốt Mayonnaise Aji-mayo®, 1M sữa chua, 1m rau húng lũi băm nhỏ, 1m thì là băm nhỏ, 1/2m nước cốt chanh, 1m mật ong, 1 ít tiêu, trộn đều.
Xúc xích xông khói khứa trên cây xúc xích vài đường, áp chảo cho thơm, cắt vuông 1.5cm.
Pha xốt rau thơm: 2M xốt Mayonnaise Aji-mayo®, 1M sữa chua, 1m rau húng lũi băm nhỏ, 1m thì là băm nhỏ, 1/2m nước cốt chanh, 1m mật ong, 1 ít tiêu, trộn đều.. Cách dùng: Trộn đều dưa leo, khoai tây, cần tây và hành tây, cho vào tủ lạnh. Khi dùng lấy ra trộn đều với xốt rau thơm, cho ra dĩa, xếp cà chua và xúc xích xung quanh, trang trí với xốt Mayonnaise Aji-mayo®.."
M0414,Nem nướng,Dinh dưỡng cân bằng,360.0,"Món ăn: Nem nướng. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 360.0 kcal. Thời gian nấu: 0 phút. Độ khó: Dễ. Nguyên liệu chính: Thịt nạc lưng, Giò sống, bơ đậu phộng, Cà hộp, Nước dừa tươi, Muối, Tiêu, Dầu màu điều, Dưa leo, Khế, Chuối chát, Kiệu chua, đồ chua, Hạt nêm ajingon heo, Giá, dầu mè, Tỏi băm, Hành lá làm mỡ hành, Ớt băm, Đường. Sơ chế: Ướp mỡ gáy với 1/2m đường và 1/4m muối, trộn đều, phơi nắng 15 phút. Thịt lau khô, xay nhuyễn, đem quết thật dai với 2M tỏi băm, sau đó trộn chung với giò sống. Cho mỡ gáy vào nêm thêm 1/3m tiêu, 1/3m bột ngọt AJI-NO-MOTO®, 1m đường. Cho vào tủ lạnh 30 phút.. Các bước thực hiện: Lấy hỗn hợp thịt ra, ốp vào cây đũa tre, nướng bằng lò với lửa trên. Khi nem chín lấy ra phết mỡ hành, rắc đậu phộng lên nem.Làm xốt tương: Gan và thịt xay ướp 1/3m hạt nêm Aji-ngon®, 1/3m bột ngọt AJI-NO-MOTO®, 1/3m tiêu, 1/2m đường. Cho tương hột, cà hộp, bơ đậu phộng vào trộn chung. Phi hành tỏi với dầu điều cho thơm, cho  hỗn hợp vào xào chín. Thêm 1 chén nước dừa tươi vào nấu sôi. Múc nước chấm ra chén, thêm ớt băm và đậu phộng vào.
Lấy hỗn hợp thịt ra, ốp vào cây đũa tre, nướng bằng lò với lửa trên. Khi nem chín lấy ra phết mỡ hành, rắc đậu phộng lên nem.
Làm xốt tương: Gan và thịt xay ướp 1/3m hạt nêm Aji-ngon®, 1/3m bột ngọt AJI-NO-MOTO®, 1/3m tiêu, 1/2m đường. Cho tương hột, cà hộp, bơ đậu phộng vào trộn chung. Phi hành tỏi với dầu điều cho thơm, cho  hỗn hợp vào xào chín. Thêm 1 chén nước dừa tươi vào nấu sôi. Múc nước chấm ra chén, thêm ớt băm và đậu phộng vào.. Cách dùng: Khi ăn cuốn nem nướng với bánh tráng, rau sống, giá, dưa leo, khế, chuối chát, kiệu chua, đồ chua, chấm với xốt tương.."
M1311,Jambon cuộn thanh cua,Dinh dưỡng cân bằng,240.0,"Món ăn: Jambon cuộn thanh cua. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 240.0 kcal. Thời gian nấu: 15 phút. Độ khó: Dễ. Nguyên liệu chính: Jambon lát, Giò sống, Ớt sừng băm, tiêu xanh, Thanh cua, Cà chua, Kiệu chua, Dưa leo, Ớt sừng băm ăn kèm xà lách. Sơ chế: Tôm cắt hạt lựu. Cho tôm, giò sống vào tô cùng 1M gốc hành lá băm, 1M ớt sừng băm và 1/2m tiêu sau đó trộn đều và dùng tay quết cho nhân có độ dai.. Các bước thực hiện: Trải giấy bạc ra, cho miếng jambon lên trên, tiếp theo trải đều nhân tôm lên mặt, xếp 4 miếng thanh cua theo chiều dài của jambon, cuối cùng là cho tiêu xanh trải đều theo chiều dài và cuộn jambon lại cùng với giấy bạc để định hình. Lần lượt làm cho đến khi hết nhân.Cho jambon cuộn vào xửng hấp 12 – 15 phút, sau đó để nguội và cho vào tủ lạnh.
Trải giấy bạc ra, cho miếng jambon lên trên, tiếp theo trải đều nhân tôm lên mặt, xếp 4 miếng thanh cua theo chiều dài của jambon, cuối cùng là cho tiêu xanh trải đều theo chiều dài và cuộn jambon lại cùng với giấy bạc để định hình. Lần lượt làm cho đến khi hết nhân.
Cho jambon cuộn vào xửng hấp 12 – 15 phút, sau đó để nguội và cho vào tủ lạnh.. Cách dùng: Cắt khoanh jambon thành miếng vừa ăn, trang trí cùng xà lách, kiệu chua, dưa chuột ngâm giấm, cà chua và dưa leo. Khi ăn chấm kèm Xốt Mayonnaise Aji-mayo® và tương ớt.."
M1310,Súp hoành thánh,Giảm cân / Ăn nhẹ,180.0,"Món ăn: Súp hoành thánh. Mục tiêu: Giảm cân / Ăn nhẹ. Lượng calo: 180.0 kcal. Thời gian nấu: 10 phút. Độ khó: Dễ. Nguyên liệu chính: Lá hoành thánh tươi, Hành lá, Cà rốt, Củ cải trắng, Nấm rơm, Gừng băm, Tôm sú làm sạch, Tiêu, Dầu ăn, Lòng trắng trứng gà, Bột canh, Ớt sừng băm ăn kèm xà lách. Sơ chế: Cà rốt, củ cải trắng tỉa hoa, cắt lát dày 3mm.Nấm rơmcắt đôi. Hành lá cắt nhỏ, đầu và lá hành để riêng. Tôm sú bóc vỏ, xay nhuyễn tôm, thịt với đầu hành lá, 1m lá hành 1/2m Bột Canh, 1 ít tiêu, 1 lòng trắng trứng gà ta, 1m gừng băm và 1/2m dầu mè. Gói hoành thánh: Dùng muỗng café, múc nhân vào giữa lá hoành thánh, gói lá hoành thánh lại. Phần lá hoành thánh còn dư cắt sợi.. Các bước thực hiện: Chiên giòn1/2 lượng hoành thánh và lá hoành thánh cắt sợi với dầu ăn. Phần hoành thánh còn lại luộc riêng, vớt ra để ráo, trộn với ít dầu ăn.Nấu sôi nước dùng, thêm cà rốt, nấm rơm và củ cải trắng vào nấu chín, nêm 1/2M Bột Canh, 1/2m bột ngọt AJI-NO-MOTO®.
Chiên giòn1/2 lượng hoành thánh và lá hoành thánh cắt sợi với dầu ăn. Phần hoành thánh còn lại luộc riêng, vớt ra để ráo, trộn với ít dầu ăn.
Nấu sôi nước dùng, thêm cà rốt, nấm rơm và củ cải trắng vào nấu chín, nêm 1/2M Bột Canh, 1/2m bột ngọt AJI-NO-MOTO®.. Cách dùng: Cho hoành thánh chiên và luộc ra tô, múc nước dùng và rau củ vảo, rắc thêm tiêu, hành ngò cùng với lá hoành thánh chiên, dùng kèm xà lách.."
M1308,Mực nhúng giấm,Dinh dưỡng cân bằng,330.0,"Món ăn: Mực nhúng giấm. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 330.0 kcal. Thời gian nấu: 15 phút. Độ khó: Dễ. Nguyên liệu chính: nan. Sơ chế: nan. Các bước thực hiện: Pha nước giấm: nấu sôi hỗn hợp gồm 2 chén nước dừa (2 trái), 1/2 chén giấm gạo lên men “Ajinomoto”, 2m muối, 2.5M đường, 1m bột ngọt AJI-NO-MOTO®, hành tây, gừng sợi, hành tím và sả đập dập, nấu sôi.Pha nước mắm ngò: khuấy tan 3M nước với 2M nước mắm, 1/2M giấm gạo lên men “Ajinomoto”, 1M đường, sau đó cho hỗn hợp giã nhuyễn gồm ớt hiểm xanh 3 trái, cọng ngò rí, ít tỏi vào.
Pha nước giấm: nấu sôi hỗn hợp gồm 2 chén nước dừa (2 trái), 1/2 chén giấm gạo lên men “Ajinomoto”, 2m muối, 2.5M đường, 1m bột ngọt AJI-NO-MOTO®, hành tây, gừng sợi, hành tím và sả đập dập, nấu sôi.
Pha nước mắm ngò: khuấy tan 3M nước với 2M nước mắm, 1/2M giấm gạo lên men “Ajinomoto”, 1M đường, sau đó cho hỗn hợp giã nhuyễn gồm ớt hiểm xanh 3 trái, cọng ngò rí, ít tỏi vào.. Cách dùng: Khi ăn ta nấu sôi nước giấm, nhúng mực vào vừa chín, cuốn bánh tráng và rau dưa, chấm nước mắm ngò.."
M1340,Mực trứng xào rau răm,Dinh dưỡng cân bằng,280.0,"Món ăn: Mực trứng xào rau răm. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 280.0 kcal. Thời gian nấu: 15 phút. Độ khó: Dễ. Nguyên liệu chính: Mực trứng size nhỏ, Rau răm, Tỏi tép, Nước mắm, Tiêu, Hạt nêm ajingon heo, Ớt sừng, Ớt hiểm băm, Đường. Sơ chế: Mực để ráo, ướp với 1/2m tiêu và 1m hạt nêm Aji-ngon®, để thấm. Hành tây cắt múi cau. Tỏi tép đập dập. Ớt sừng bỏ hạt, cắt hình thoi. Rau răm cắt khúc.. Các bước thực hiện: Phi thơm tỏi và ớt băm, cho mực trứng vào xào săn, nêm 1/2m hạt nêm Aji-ngon®, 1/2m bột ngọt AJI-NO-MO-TO®, 1M đường, 2M nước mắm. Xào mực vừa chín thì thêm hành tây, ớt sừng vào xóc đều đến khi hành tây vừa chín thì thêm rau răm vào xóc đều rồi tắt lửa.
Phi thơm tỏi và ớt băm, cho mực trứng vào xào săn, nêm 1/2m hạt nêm Aji-ngon®, 1/2m bột ngọt AJI-NO-MO-TO®, 1M đường, 2M nước mắm. Xào mực vừa chín thì thêm hành tây, ớt sừng vào xóc đều đến khi hành tây vừa chín thì thêm rau răm vào xóc đều rồi tắt lửa.. Cách dùng: Cho mực trứng xào ra dĩa, rắc thêm tiêu, dùng nóng với cơm.."
M1597,Nhộng xào măng chua,Dinh dưỡng cân bằng,300.0,"Món ăn: Nhộng xào măng chua. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 300.0 kcal. Thời gian nấu: 20 phút. Độ khó: Dễ. Nguyên liệu chính: Măng chua, Nhộng, ngò gai, Nước mắm, Tiêu, nước mắm AJINOMOTO Giấm gạo lên men, Dầu ăn, Hạt nêm ajingon heo, Đường, Hành tỏi băm. Sơ chế: Nhộng rửa sạch để ráo trộn với 2M Giấm gạo lên men LISA® trong vài phút chắt bỏ nước giấm, ướp, 1/3m tiêu, 1/2m đường, 1/2m hạt nêm Aji-ngon®, và 1m hành và tỏi băm Măng chua vớt ra xả nước, vắt ráo, cắt miếng nhỏ vừa ăn. Rau ngò gai cắt nhỏ.. Các bước thực hiện: Rang hành tỏi trên chảo cho thơm, cho nhộng vào rang cho ráo nước và thấm gia vị. Tiếp tục cho khoảng 3M dầu vào, đảo đều.Cho măng chua vào, nêm 1/2m nước mắm đảo đều cho măng thấm gia vị, tắt lửa, thêm ngò gai và ớt sừng vào trộn đều.
Rang hành tỏi trên chảo cho thơm, cho nhộng vào rang cho ráo nước và thấm gia vị. Tiếp tục cho khoảng 3M dầu vào, đảo đều.
Cho măng chua vào, nêm 1/2m nước mắm đảo đều cho măng thấm gia vị, tắt lửa, thêm ngò gai và ớt sừng vào trộn đều.. Cách dùng: Dùng nóng với cơm trắng.."
M1317,Hàu xào bông cải,Giảm cân / Ăn nhẹ,77.0,"Món ăn: Hàu xào bông cải. Mục tiêu: Giảm cân / Ăn nhẹ. Lượng calo: 77.0 kcal. Thời gian nấu: 10 phút. Độ khó: Dễ. Nguyên liệu chính: Thịt hàu sữa loại lớn, Bông cải trắng, Cà chua, Gừng, Tỏi củ, Nước mắm, Hành lá, ớt, Bột năng, Nước tương Phú Sĩ, Hạt nêm ajingon heo, Ớt sừng, Hành tây tím. Sơ chế: Hàu sữa rửa sạch, nhặt vỏ hàu còn dính lại. Bông cải cắt miếng vừa ăn. Trụng sơ bông cải với nước có ít muối và 1 ít bột năng sau đó vớt ra để ráo. Cà chua cắt miếng vuông, bỏ hạt. Tỏi đập dập. Gừng cắt lát. Hành tây tím cắt hình thoi. Hành lá, húng quế cắt nhỏ. Ớt sừng cắt sợi.. Các bước thực hiện: Phi thơm 3 tép tỏi và gừng, xào hàu với lửa lớn sau đó nêm vào 1m nước mắm, 1/4m tiêu. Xào hàu chín vừa sau đó cho ra dĩa, để riêng nước xào.Phi thơm tỏi, xào cà chua, hành tây tím và bông cải, thêm nước xào hàu, nêm 1m Hạt nêm Aji-ngon® Heo, 1/2m Bột ngọt AJI-NO-MOTO®, 1/4m tiêu, cho hàu vào xào chín, cuối cùng cho lá quế và hánh lá vào đảo đều, tắt lửa.
Phi thơm 3 tép tỏi và gừng, xào hàu với lửa lớn sau đó nêm vào 1m nước mắm, 1/4m tiêu. Xào hàu chín vừa sau đó cho ra dĩa, để riêng nước xào.
Phi thơm tỏi, xào cà chua, hành tây tím và bông cải, thêm nước xào hàu, nêm 1m Hạt nêm Aji-ngon® Heo, 1/2m Bột ngọt AJI-NO-MOTO®, 1/4m tiêu, cho hàu vào xào chín, cuối cùng cho lá quế và hánh lá vào đảo đều, tắt lửa.. Cách dùng: Cho hàu xào bông cải ra dĩa, trang trí thêm ớt sừng cắt sợi lên trên. Chấm kèm nước tương “Phú Sĩ” và ớt cắt lát.."
M0132,Ốc móng tay nướng chanh sả,Dinh dưỡng cân bằng,260.0,"Món ăn: Ốc móng tay nướng chanh sả. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 260.0 kcal. Thời gian nấu: 20 phút. Độ khó: Dễ. Nguyên liệu chính: Ốc móng tay, lá chúc, Mỡ heo, Hành lá, Sả xay, Bột canh, Chanh vàng. Sơ chế: Ốc tách vỏ, lấy ra thịt ốc vẫn giữ 1 phần vỏ, rửa ốc và vỏ qua vòi nước cho sạch, để ráo. Nấu nước sôi trong đó có chút rượu và gừng đập dập, rồi xối qua ốc móng tay và để ráo. Vỏ chanh mài nhuyễn, cắt chanh vắt lấy nước. Lá chúc thái sợi nhỏ. Hành lá cắt nhỏ. Mỡ heo cắt nhỏ.. Các bước thực hiện: Cho mỡ heo vào chảo thắng cho ra nước mỡ. Múc nửa lượng mỡ nóng ra làm mỡ hành.Phần mỡ còn lại phi 1M tỏi, 2M sả, 2M ớt sừng cho thơm, đem ra trộn thêm lá chúc, 2M vỏ chanh mài, 3M nước chanh, 1/2m BỘT CANH cho đều, đem ướp với thịt ốc.Nướng: Đặt thịt ốc vào vỏ, đem nướng chín tới, cho mỡ hành lên trên.Làm muối chấm: 2M BỘT CANH, 1M đường, 2M nước cốt chanh, 1m lá chúc băm nhỏ, 1M vỏ chanh mài, 1/2m ớt hiểm băm.
Cho mỡ heo vào chảo thắng cho ra nước mỡ. Múc nửa lượng mỡ nóng ra làm mỡ hành.
Phần mỡ còn lại phi 1M tỏi, 2M sả, 2M ớt sừng cho thơm, đem ra trộn thêm lá chúc, 2M vỏ chanh mài, 3M nước chanh, 1/2m BỘT CANH cho đều, đem ướp với thịt ốc.
Nướng: Đặt thịt ốc vào vỏ, đem nướng chín tới, cho mỡ hành lên trên.
Làm muối chấm: 2M BỘT CANH, 1M đường, 2M nước cốt chanh, 1m lá chúc băm nhỏ, 1M vỏ chanh mài, 1/2m ớt hiểm băm.. Cách dùng: Bày ốc móng tay nướng lên dĩa, dùng kèm muối chấm và rau răm.."
M1313,Pancake nhân táo,Dinh dưỡng cân bằng,300.0,"Món ăn: Pancake nhân táo. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 300.0 kcal. Thời gian nấu: 15 phút. Độ khó: Dễ. Nguyên liệu chính: Bơ lạt, Whipping, Vỏ chanh vàng mài, Đường, Đường bột. Sơ chế: Táo xanh cắt hạt lựu 1/2 quả, cắt lát mỏng 1/2 quả. Whipping đánh bông rồi cho vào túi bắt kem, giữ lạnh. Sên nhân táo: Ướp táo cắt hạt lựu với 1M đường, 1/2M bơ lạt, 1 ít muối, sên cho táo mềm, tắt lửa. Cho vào 1m vỏ chanh mài. Pha Bột bánh rán pha sẵn vị truyền thống với nước theo tỷ lệ trên bao bì.. Các bước thực hiện: Đun nóng chảo, hạ nhiệt chảo bằng khăn ướt. Đổ hỗn hợp bột vào chảo, tạo hình bánh tròn đều. Khi 1 mặt bánh chín, lật lại, để thêm 1 phút. Lấy ra để trên ray cho bánh thoát khí. Lần lượt đổ bánh đến khi hết phần bột.
Đun nóng chảo, hạ nhiệt chảo bằng khăn ướt. Đổ hỗn hợp bột vào chảo, tạo hình bánh tròn đều. Khi 1 mặt bánh chín, lật lại, để thêm 1 phút. Lấy ra để trên ray cho bánh thoát khí. Lần lượt đổ bánh đến khi hết phần bột.. Cách dùng: Đặt bánh ra dĩa, phết 1 lớp nhân táo sên, bắt lên 1 lớp kem mỏng, đặt thêm 1 cái bánh lên, trên mặt bánh đặt những lát táo cùng với 1 ít kem, trang trí lá húng lủi và rắc một ít đường bột.."
M1135,Ốc mỡ xốt mayo,Giảm cân / Ăn nhẹ,100.0,"Món ăn: Ốc mỡ xốt mayo. Mục tiêu: Giảm cân / Ăn nhẹ. Lượng calo: 100.0 kcal. Thời gian nấu: 5 phút. Độ khó: Dễ. Nguyên liệu chính: Ốc mỡ, sa tế, Giấm. Sơ chế: Luộc chín tới trong nước sôi có thêm ít sả, gừng. Vớt ra xốc ráo nước, tách mài ốc.. Các bước thực hiện: Phi 2M dầu ăn với 2M sả non băm, 30g tỏi băm cho thơm, cho thêm 1m ớt hiểm băm. Thêm 1 chén nước, 1m hạt nêm Aji-ngon®, 1.5m đường, 1M xốt Mayonnaise Aji-mayo® Giảm béo nấu sôi, thêm ốc vào nấu lửa lớn 3 phút. Thêm 0.5M sa tế, 1M giấm, 3M xốt Mayonnaise Aji-mayo® Giảm béo xốc đều. Tắt lửa.
Phi 2M dầu ăn với 2M sả non băm, 30g tỏi băm cho thơm, cho thêm 1m ớt hiểm băm. Thêm 1 chén nước, 1m hạt nêm Aji-ngon®, 1.5m đường, 1M xốt Mayonnaise Aji-mayo® Giảm béo nấu sôi, thêm ốc vào nấu lửa lớn 3 phút. Thêm 0.5M sa tế, 1M giấm, 3M xốt Mayonnaise Aji-mayo® Giảm béo xốc đều. Tắt lửa.. Cách dùng: Xúc ốc ra đĩa, thêm rau răm cắt rối, ăn chơi hoặc ăn kèm bánh mì.."
M0173,Cá lòng tong rim nước mắm,Dinh dưỡng cân bằng,230.0,"Món ăn: Cá lòng tong rim nước mắm. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 230.0 kcal. Thời gian nấu: 30 phút. Độ khó: Dễ. Nguyên liệu chính: Nước mắm, Rượu trắng, Hành lá, Tỏi băm, Rau thơm, Muối, Tiêu, Ajiquick bột chiên giòn, Ớt sừng, Ớt sừng băm ăn kèm xà lách, Đường. Sơ chế: Cá lòng tong tươi bỏ đầu đuôi làm sạch. Ướp cá với 1/2m muối 30 phút, rửa sạch. Đầu hành giã nhuyễn, phần lá cắt khúc. Ớt sừng 1/3 giã nhuyễn còn lại cắt vuông nhỏ. Đun sôi 1 lít nước thêm 1m rượu trắng, cho cá vào chần nhanh vớt ra để ráo. Ướp cá với đầu hành, ớt giã, 1/2m Bột ngọt AJI-NO-MOTO® để 10 phút. Pha nước rim:hòa tan 1/2m Bột ngọt AJI-NO-MOTO®, 1M nước mắm, 1M đường, 3M nước.. Các bước thực hiện: Đun nóng dầu, tẩm mỏng cá với Aji-Quick® BỘT CHIÊN GIÒN. Cho cá vào chiên lửa vừa đến khi cá vàng cứng, vớt ra để ráo dầu.Phi thơm tỏi, cho ớt cắt vuông vào xào thơm, thêm nước rim đun sôi, cho cá vào xốc nhanh, lửa lớn đến khi nước rim khô ráo bám vào cá.
Đun nóng dầu, tẩm mỏng cá với Aji-Quick® BỘT CHIÊN GIÒN. Cho cá vào chiên lửa vừa đến khi cá vàng cứng, vớt ra để ráo dầu.
Phi thơm tỏi, cho ớt cắt vuông vào xào thơm, thêm nước rim đun sôi, cho cá vào xốc nhanh, lửa lớn đến khi nước rim khô ráo bám vào cá.. Cách dùng: Cho cá ra thố rắc hành lá, tiêu lên trên. Dùng chung với cơm, rau thơm, dưa leo.."
M0382,Nghêu kho gừng,Dinh dưỡng cân bằng,240.0,"Món ăn: Nghêu kho gừng. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 240.0 kcal. Thời gian nấu: 25 phút. Độ khó: Dễ. Nguyên liệu chính: Rượu trắng, Mè trắng rang, Thịt nghêu, nước màu, Dầu ăn, Nước tương Phú Sĩ, Đường. Sơ chế: Nghêu luộc vừa chín, để nguội, gỡ lấy thịt. Gừng cắt sợi.. Các bước thực hiện: Đun sôi 1/4 chén nước tương “Phú Sĩ”, 1m bột ngọt AJI-NO-MOTO®, 2M đường, 1/2 chén nước, 1/2m nước màu, 2M rượu trắng, 2M dầu. Cho nghêu vào kho 10 phút, rồi cho gừng vào kho thêm 5 phút đến khi nước kho sánh sệt. Nếm vị ngọt, đậm đà, sau cùng cho mè vào đảo đều.
Đun sôi 1/4 chén nước tương “Phú Sĩ”, 1m bột ngọt AJI-NO-MOTO®, 2M đường, 1/2 chén nước, 1/2m nước màu, 2M rượu trắng, 2M dầu. Cho nghêu vào kho 10 phút, rồi cho gừng vào kho thêm 5 phút đến khi nước kho sánh sệt. Nếm vị ngọt, đậm đà, sau cùng cho mè vào đảo đều.. Cách dùng: Dùng nóng với rau luộc và cơm hoặc cháo trắng hay xôi trắng.."
M1323,Canh cá đồng nấu khế,Giảm cân / Ăn nhẹ,160.0,"Món ăn: Canh cá đồng nấu khế. Mục tiêu: Giảm cân / Ăn nhẹ. Lượng calo: 160.0 kcal. Thời gian nấu: 15 phút. Độ khó: Dễ. Nguyên liệu chính: Hành tím, Sả, Nước mắm, Ớt bột vẩy, Bột nghệ, Hạt nêm ajingon heo, Ớt sừng, Đường. Sơ chế: Cá làm sạch khứa nhẹ trên thân cá, cắt đôi. Ướp cá: Khuấy đều 1/2m bột nghệ, 1M nước mắm, 1m Bột ngọt AJI-NO-MOTO®  cho cá vào tẩm đều để 15 phút cho cá thấm gia vị. Khế cắt bỏ rìa, cắt lát vừa ăn. Cà chua cắt múi cau. Ớt hiểm đập dập. Hành tím đập dập. Sả cắt khúc 5cm, đập dập. Rau nêm cắt nhỏ.. Các bước thực hiện: Nấu Canh: Phi thơm hành tím, ớt hiểm và sả đập dập, áp chảo cá săn, gắp ra dĩa, cho cà chua và 1/2M ớt bột vào xào nhanh, cho 1,5 lít nước vào nấu sôi, thêm khế, cá vào nấu để lửa vừa, nêm 1M đường, 1/2m muối, 1M nước mắm, 1M Hạt nêm Aji-ngon® Heo khuấy đều nấu thêm 10 phút cá chín, tắt lửa cho rau răm và rau quế vào.
Nấu Canh: Phi thơm hành tím, ớt hiểm và sả đập dập, áp chảo cá săn, gắp ra dĩa, cho cà chua và 1/2M ớt bột vào xào nhanh, cho 1,5 lít nước vào nấu sôi, thêm khế, cá vào nấu để lửa vừa, nêm 1M đường, 1/2m muối, 1M nước mắm, 1M Hạt nêm Aji-ngon® Heo khuấy đều nấu thêm 10 phút cá chín, tắt lửa cho rau răm và rau quế vào.. Cách dùng: Múc canh ra tô dùng nóng kèm cơm trắng và nước mắm ớt.."
M1321,Sò lông nướng bơ tỏi,Dinh dưỡng cân bằng,280.0,"Món ăn: Sò lông nướng bơ tỏi. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 280.0 kcal. Thời gian nấu: 15 phút. Độ khó: Dễ. Nguyên liệu chính: Bơ lạt, Ngò tây băm, Sữa đặc có đường, Bột xù, Sò lông con lớn, Cốt chanh, Bột canh, Tỏi băm. Sơ chế: Sò lông rửa sạch, luộc sò lông vừa chín tách bỏ 1 bên vỏ. Xốt bơ tỏi: Xay chung 50g bơ với 1M tỏi, 1M ngò tây, 1/2m Bột Canh. Xốt ớt xanh: Xay chung 1M ngò tây còn lại với 1/2M Bột Canh, 1M ớt xanh, 2M sữa đặc, 1M cốt chanh.. Các bước thực hiện: Phết bơ tỏi lên mặt sò, rải mỏng bột xù cho vào lò nướng lửa trên 250oC đến khi bột xù vàng.
Phết bơ tỏi lên mặt sò, rải mỏng bột xù cho vào lò nướng lửa trên 250oC đến khi bột xù vàng.. Cách dùng: Xếp sò lông ra dĩa, khi ăn chấm chung với xốt ớt xanh.."
M1318,Ếch chiên bơ tỏi,Dinh dưỡng cân bằng,340.0,"Món ăn: Ếch chiên bơ tỏi. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 340.0 kcal. Thời gian nấu: 15 phút. Độ khó: Dễ. Nguyên liệu chính: Bơ lạt, Sả, Thịt ếch, Hành tỏi băm, quế, Ớt bột Paprika, Cà chua bi, Ớt sừng băm ăn kèm xà lách, Ớt đỏ, Lá húng quế. Sơ chế: Ếch làm sạch, chặt làm tư, ướp với 1m ớt bột paprika khoảng 5 phút. Sả lấy phần non, đập dập, xé tơi.. Các bước thực hiện: Lấy 1M Gia vị nêm sẵn Aji-Quick® Bột Tẩm Khô Chiên Giòn để tẩm với sả, 1 phần sả chiên tổ chim, 1 ít sả còn lại để chiên riêng, vớt ra để ráo dầu.Đun nóng dầu ăn, chiên giòn lá húng quế, vớt ra để riêng, tẩm ếch với Gia vị nêm sẵn Aji-Quick® Bột Tẩm Khô Chiên Giòn, chiên chín vàng, vớt ra để ráo dầu.Phi thơm hành tỏi băm với ít dầu ăn, thêm 2M bơ nấu tan rồi cho ếch vào xóc đều. Tắt lửa.
Lấy 1M Gia vị nêm sẵn Aji-Quick® Bột Tẩm Khô Chiên Giòn để tẩm với sả, 1 phần sả chiên tổ chim, 1 ít sả còn lại để chiên riêng, vớt ra để ráo dầu.
Đun nóng dầu ăn, chiên giòn lá húng quế, vớt ra để riêng, tẩm ếch với Gia vị nêm sẵn Aji-Quick® Bột Tẩm Khô Chiên Giòn, chiên chín vàng, vớt ra để ráo dầu.
Phi thơm hành tỏi băm với ít dầu ăn, thêm 2M bơ nấu tan rồi cho ếch vào xóc đều. Tắt lửa.. Cách dùng: Xếp tổ chim ra dĩa, xếp ếch lên trên, tiếp đến phủ phần sả chiên còn lại. Dùng kèm xà lách, cà chua bi, chấm Xốt Mayonnaise Aji-mayo® pha tương ớt (Tỷ lệ 2:1).."
