dish_id,dish_name,health_goal,calories,main_ingredients,is_vegetarian,dish_type,rag_context
M1528,Cua lột phong sa,Dinh dưỡng cân bằng,380.0,"Bột mì, Trứng gà, Bơ, Chà bông lạt, Chanh, Cua lột, Tiêu, Ớt bột, Dầu ăn, Hạt nêm ajingon heo, Tỏi băm",False,khác,"Tên món: Cua lột phong sa. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 380.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Bột mì, Trứng gà, Bơ, Chà bông lạt, Chanh, Cua lột, Tiêu, Ớt bột, Dầu ăn, Hạt nêm ajingon heo, Tỏi băm. Đặc điểm nổi bật: món không chay, nổi bật với Bột mì, Trứng gà, Bơ, Chà bông lạt."
M0361,Bạch tuộc xào cay kiểu Hàn,Dinh dưỡng cân bằng,310.0,"Bánh gạo, Bắp cải, Mè rang, Bạch tuột, Tương ớt Hàn Quốc, Dầu ăn, Hạt nêm ajingon heo, Tỏi băm, Hành tây, Nấm đông cô tươi",False,xào,"Tên món: Bạch tuộc xào cay kiểu Hàn. Phân loại: Không chay. Kiểu món: xào. Mục tiêu: Dinh dưỡng cân bằng. Calo: 310.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Bánh gạo, Bắp cải, Mè rang, Bạch tuột, Tương ớt Hàn Quốc, Dầu ăn, Hạt nêm ajingon heo, Tỏi băm, Hành tây, Nấm đông cô tươi. Đặc điểm nổi bật: món không chay kiểu xào, nổi bật với Bánh gạo, Bắp cải, Mè rang, Bạch tuột."
M0360,Cuốn rong biển chay chấm xốt đậu phộng,Dinh dưỡng cân bằng,220.0,"Củ sắn, Cà rốt, Bắp cải tím, Hành boaro, Cà chua, Nấm tuyết, Rong biển sấy, Tiêu, Mè rang, Nước tương Phú Sĩ, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, Ớt băm, Đường",True,khác,"Tên món: Cuốn rong biển chay chấm xốt đậu phộng. Phân loại: Ăn chay được. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 220.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Củ sắn, Cà rốt, Bắp cải tím, Hành boaro, Cà chua, Nấm tuyết, Rong biển sấy, Tiêu, Mè rang, Nước tương Phú Sĩ, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, Ớt băm, Đường. Đặc điểm nổi bật: món chay, nổi bật với Củ sắn, Cà rốt, Bắp cải tím, Hành boaro."
M1383,Lẩu cua lá me,Dinh dưỡng cân bằng,300.0,"nước mắm AJINOMOTO Giấm gạo lên men, Cà chua chín đỏ, Tỏi phi, Tỏi băm, Cua thịt, Sả băm, Sả cây, Nước mắm, Rau om, ngò gai, Rau muống, Bạc hà, Bún tươi, Muối, Dùng kèm rau nhút, Ớt băm, Đường",False,lẩu,"Tên món: Lẩu cua lá me. Phân loại: Không chay. Kiểu món: lẩu. Mục tiêu: Dinh dưỡng cân bằng. Calo: 300.0 kcal. Thời gian: 45. Độ khó: Dễ. Nguyên liệu chính: nước mắm AJINOMOTO Giấm gạo lên men, Cà chua chín đỏ, Tỏi phi, Tỏi băm, Cua thịt, Sả băm, Sả cây, Nước mắm, Rau om, ngò gai, Rau muống, Bạc hà, Bún tươi, Muối, Dùng kèm rau nhút, Ớt băm, Đường. Đặc điểm nổi bật: món không chay kiểu lẩu, nổi bật với nước mắm AJINOMOTO Giấm gạo lên men, Cà chua chín đỏ, Tỏi phi, Tỏi băm."
M0809,Cua lột xốt cam,Dinh dưỡng cân bằng,290.0,"Cam vàng, Mầm rau muống, Cà chua, Bột cam, Bột năng, Muối, Dầu ăn, Nước tương Phú Sĩ, Đường",False,khác,"Tên món: Cua lột xốt cam. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 290.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Cam vàng, Mầm rau muống, Cà chua, Bột cam, Bột năng, Muối, Dầu ăn, Nước tương Phú Sĩ, Đường. Đặc điểm nổi bật: món không chay, nổi bật với Cam vàng, Mầm rau muống, Cà chua, Bột cam."
M0908,Cua xào cay,Dinh dưỡng cân bằng,280.0,"Củ cải trắng, Bí ngòi vàng, Hành boaro, Tỏi băm, Nước mắm, Muối, Dầu ăn, Hạt nêm ajingon heo, ớt bột Hàn Quốc, Ớt sừng, Ớt sừng, Hành tây, Đường",False,xào,"Tên món: Cua xào cay. Phân loại: Không chay. Kiểu món: xào. Mục tiêu: Dinh dưỡng cân bằng. Calo: 280.0 kcal. Thời gian: 35. Độ khó: Dễ. Nguyên liệu chính: Củ cải trắng, Bí ngòi vàng, Hành boaro, Tỏi băm, Nước mắm, Muối, Dầu ăn, Hạt nêm ajingon heo, ớt bột Hàn Quốc, Ớt sừng, Ớt sừng, Hành tây, Đường. Đặc điểm nổi bật: món không chay kiểu xào, nổi bật với Củ cải trắng, Bí ngòi vàng, Hành boaro, Tỏi băm."
M0569,Thịt ba chỉ nướng trái cây,Dinh dưỡng cân bằng,400.0,"Thịt ba chỉ không da, Đậu que, Lê, Thơm, Nước cốt thơm, Mật ong, Tiêu, Dầu ăn, Nước tương Phú Sĩ, Hạt nêm ajingon heo, Nước cốt tỏi",False,nướng,"Tên món: Thịt ba chỉ nướng trái cây. Phân loại: Không chay. Kiểu món: nướng. Mục tiêu: Dinh dưỡng cân bằng. Calo: 400.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Thịt ba chỉ không da, Đậu que, Lê, Thơm, Nước cốt thơm, Mật ong, Tiêu, Dầu ăn, Nước tương Phú Sĩ, Hạt nêm ajingon heo, Nước cốt tỏi. Đặc điểm nổi bật: món không chay kiểu nướng, nổi bật với Thịt ba chỉ không da, Đậu que, Lê, Thơm."
M0208,Lẩu cà ri nhúng,Dinh dưỡng cân bằng,400.0,"Nấm linh chi trắng, Các loại topping lẩu, Khoai tây, Cà rốt, Cải thìa, Tỏi băm, Hành tây, Bơ lạt, Dầu điều, Bột năng, Dầu ăn",False,lẩu,"Tên món: Lẩu cà ri nhúng. Phân loại: Không chay. Kiểu món: lẩu. Mục tiêu: Dinh dưỡng cân bằng. Calo: 400.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Nấm linh chi trắng, Các loại topping lẩu, Khoai tây, Cà rốt, Cải thìa, Tỏi băm, Hành tây, Bơ lạt, Dầu điều, Bột năng, Dầu ăn. Đặc điểm nổi bật: món không chay kiểu lẩu, nổi bật với Nấm linh chi trắng, Các loại topping lẩu, Khoai tây, Cà rốt."
M0364,Bánh rán hương mùa hè,Dinh dưỡng cân bằng,240.0,"Dâu, Cream cheese, Nho, Vỏ chanh mài",True,bánh,"Tên món: Bánh rán hương mùa hè. Phân loại: Ăn chay được. Kiểu món: bánh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 240.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Dâu, Cream cheese, Nho, Vỏ chanh mài. Đặc điểm nổi bật: món chay kiểu bánh, nổi bật với Dâu, Cream cheese, Nho, Vỏ chanh mài."
M0366,Bánh trứng nướng áp chảo,Dinh dưỡng cân bằng,230.0,"Trứng gà, Bắp cải, Cà rốt, Hạt nêm ajingon heo, Nước tương Phú Sĩ, Hành lá cắt nhỏ",False,nướng,"Tên món: Bánh trứng nướng áp chảo. Phân loại: Không chay. Kiểu món: nướng. Mục tiêu: Dinh dưỡng cân bằng. Calo: 230.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Trứng gà, Bắp cải, Cà rốt, Hạt nêm ajingon heo, Nước tương Phú Sĩ, Hành lá cắt nhỏ. Đặc điểm nổi bật: món không chay kiểu nướng, nổi bật với Trứng gà, Bắp cải, Cà rốt, Hạt nêm ajingon heo."
M0885,Cua đồng xúc bánh tráng,Dinh dưỡng cân bằng,373.0,"Trứng vịt, Hành tím củ, Nước mắm, Hành phi, ngò gai, Tiêu, Dầu ăn, Hạt nêm ajingon heo, Ớt sừng, Húng quế, Đường",False,bánh,"Tên món: Cua đồng xúc bánh tráng. Phân loại: Không chay. Kiểu món: bánh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 373.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Trứng vịt, Hành tím củ, Nước mắm, Hành phi, ngò gai, Tiêu, Dầu ăn, Hạt nêm ajingon heo, Ớt sừng, Húng quế, Đường. Đặc điểm nổi bật: món không chay kiểu bánh, nổi bật với Trứng vịt, Hành tím củ, Nước mắm, Hành phi."
M0411,Lẩu cá bớp,Tăng cân / Năng lượng cao,440.0,"Cà chua, Nấm rơm, Rau cần nước, Bún, Sả cây, Nước mắm, Hoa chuối, Rau om, ngò gai, Hành lá, Lá chanh, Dầu ăn, Ajiquick lẩu thái, Hành tỏi băm, Hành tây, Đường",False,lẩu,"Tên món: Lẩu cá bớp. Phân loại: Không chay. Kiểu món: lẩu. Mục tiêu: Tăng cân / Năng lượng cao. Calo: 440.0 kcal. Thời gian: 0. Độ khó: Dễ. Nguyên liệu chính: Cà chua, Nấm rơm, Rau cần nước, Bún, Sả cây, Nước mắm, Hoa chuối, Rau om, ngò gai, Hành lá, Lá chanh, Dầu ăn, Ajiquick lẩu thái, Hành tỏi băm, Hành tây, Đường. Đặc điểm nổi bật: món không chay kiểu lẩu, nổi bật với Cà chua, Nấm rơm, Rau cần nước, Bún."
M0435,Nem thịt bò chiên xù,Dinh dưỡng cân bằng,380.0,"Thịt bò, Giò sống, Nấm linh chi, Trứng gà, Bột xù, Bột mì, Ngò rí băm, Tỏi phi, Tương cà, tương xí muội, Dầu ăn, Bột nghệ, Hạt nêm ajingon heo, Nước tương Phú Sĩ, Hành tây",False,chiên,"Tên món: Nem thịt bò chiên xù. Phân loại: Không chay. Kiểu món: chiên. Mục tiêu: Dinh dưỡng cân bằng. Calo: 380.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Thịt bò, Giò sống, Nấm linh chi, Trứng gà, Bột xù, Bột mì, Ngò rí băm, Tỏi phi, Tương cà, tương xí muội, Dầu ăn, Bột nghệ, Hạt nêm ajingon heo, Nước tương Phú Sĩ, Hành tây. Đặc điểm nổi bật: món không chay kiểu chiên, nổi bật với Thịt bò, Giò sống, Nấm linh chi, Trứng gà."
M2014,Trứng lòng đào bọc thịt,Dinh dưỡng cân bằng,200.0,"ngò rí, Trứng gà so, Giò sống, Bột xù, Hành tỏi băm, Tiêu, Ajiquick bột chiên giòn, Ớt sừng băm ăn kèm xà lách",False,khác,"Tên món: Trứng lòng đào bọc thịt. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 200.0 kcal. Thời gian: 10. Độ khó: Dễ. Nguyên liệu chính: ngò rí, Trứng gà so, Giò sống, Bột xù, Hành tỏi băm, Tiêu, Ajiquick bột chiên giòn, Ớt sừng băm ăn kèm xà lách. Đặc điểm nổi bật: món không chay, nổi bật với ngò rí, Trứng gà so, Giò sống, Bột xù."
M0370,Canh chua cá miền Nam,Dinh dưỡng cân bằng,240.0,"Cà chua, Bạc hà Dọc mùng, Hành tím băm, Thơm, Nước mắm, Rau om rau ngổ, Ajiquick lẩu thái, Hành lá cắt nhỏ",False,canh,"Tên món: Canh chua cá miền Nam. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 240.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Cà chua, Bạc hà Dọc mùng, Hành tím băm, Thơm, Nước mắm, Rau om rau ngổ, Ajiquick lẩu thái, Hành lá cắt nhỏ. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Cà chua, Bạc hà Dọc mùng, Hành tím băm, Thơm."
M0368,Canh chua thịt băm,Dinh dưỡng cân bằng,220.0,"Cà chua, Giá đỗ, hành hoa, Hành củ, ngò om, ngò gai, Ajiquick lẩu thái, Tỏi củ",False,canh,"Tên món: Canh chua thịt băm. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 220.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Cà chua, Giá đỗ, hành hoa, Hành củ, ngò om, ngò gai, Ajiquick lẩu thái, Tỏi củ. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Cà chua, Giá đỗ, hành hoa, Hành củ."
M0369,Nghêu hấp Thái,Dinh dưỡng cân bằng,200.0,"Lá chanh Thá, Sả, Hành tím băm, Nghêu, Thơm, Lá quế, Sả băm, Nước mắm, Ajiquick lẩu thái, Tỏi băm",False,hấp,"Tên món: Nghêu hấp Thái. Phân loại: Không chay. Kiểu món: hấp. Mục tiêu: Dinh dưỡng cân bằng. Calo: 200.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Lá chanh Thá, Sả, Hành tím băm, Nghêu, Thơm, Lá quế, Sả băm, Nước mắm, Ajiquick lẩu thái, Tỏi băm. Đặc điểm nổi bật: món không chay kiểu hấp, nổi bật với Lá chanh Thá, Sả, Hành tím băm, Nghêu."
M0395,Lẩu cá cờ,Dinh dưỡng cân bằng,360.0,"Bún, Cà chua, Nấm rơm, Tỏi phi, Măng chua, Nước mắm, Rau om, ngò gai, Thì là, Bông bí, Bắp cải, Ajiquick lẩu thái, Hành tỏi băm, Ngồng cải",False,lẩu,"Tên món: Lẩu cá cờ. Phân loại: Không chay. Kiểu món: lẩu. Mục tiêu: Dinh dưỡng cân bằng. Calo: 360.0 kcal. Thời gian: 10. Độ khó: Dễ. Nguyên liệu chính: Bún, Cà chua, Nấm rơm, Tỏi phi, Măng chua, Nước mắm, Rau om, ngò gai, Thì là, Bông bí, Bắp cải, Ajiquick lẩu thái, Hành tỏi băm, Ngồng cải. Đặc điểm nổi bật: món không chay kiểu lẩu, nổi bật với Bún, Cà chua, Nấm rơm, Tỏi phi."
M0494,Lẩu cá kèo lá giang,Tăng cân / Năng lượng cao,450.0,"Nước mắm, Lá giang, Cà chua, Rau đắng, Rau nhút, Bún tươi, Hành tỏi băm, Thơm, Rau om, ngò gai, Dầu ăn, Ajiquick lẩu thái, Ớt sừng",False,lẩu,"Tên món: Lẩu cá kèo lá giang. Phân loại: Không chay. Kiểu món: lẩu. Mục tiêu: Tăng cân / Năng lượng cao. Calo: 450.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Nước mắm, Lá giang, Cà chua, Rau đắng, Rau nhút, Bún tươi, Hành tỏi băm, Thơm, Rau om, ngò gai, Dầu ăn, Ajiquick lẩu thái, Ớt sừng. Đặc điểm nổi bật: món không chay kiểu lẩu, nổi bật với Nước mắm, Lá giang, Cà chua, Rau đắng."
M0458,Cá kho tàu,Dinh dưỡng cân bằng,350.0,"Thịt ba chỉ, Nước dừa tươi, Nước mắm, Hành tím băm, Tiêu, Ớt bột, Dầu ăn, Hạt nêm ajingon heo, đầu hành lá, Ớt sừng",False,kho,"Tên món: Cá kho tàu. Phân loại: Không chay. Kiểu món: kho. Mục tiêu: Dinh dưỡng cân bằng. Calo: 350.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Thịt ba chỉ, Nước dừa tươi, Nước mắm, Hành tím băm, Tiêu, Ớt bột, Dầu ăn, Hạt nêm ajingon heo, đầu hành lá, Ớt sừng. Đặc điểm nổi bật: món không chay kiểu kho, nổi bật với Thịt ba chỉ, Nước dừa tươi, Nước mắm, Hành tím băm."
M0374,Thịt ba chỉ kho mơ,Dinh dưỡng cân bằng,330.0,"Thịt ba chỉ rút sườn, Hành lá, Hành tím băm, Dầu ăn, Tiêu, Bột ngọt, Hạt nêm ajingon heo, Nước tương Phú Sĩ, Ớt sừng, Ớt sừng, Đường",False,kho,"Tên món: Thịt ba chỉ kho mơ. Phân loại: Không chay. Kiểu món: kho. Mục tiêu: Dinh dưỡng cân bằng. Calo: 330.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Thịt ba chỉ rút sườn, Hành lá, Hành tím băm, Dầu ăn, Tiêu, Bột ngọt, Hạt nêm ajingon heo, Nước tương Phú Sĩ, Ớt sừng, Ớt sừng, Đường. Đặc điểm nổi bật: món không chay kiểu kho, nổi bật với Thịt ba chỉ rút sườn, Hành lá, Hành tím băm, Dầu ăn."
M0481,Trứng đúc hẹ,Dinh dưỡng cân bằng,260.0,"Thịt nạc dăm, Hẹ, Trứng gà, Nước mắm, Tiêu, Dầu ăn, Hạt nêm ajingon heo, Ớt sừng",False,khác,"Tên món: Trứng đúc hẹ. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 260.0 kcal. Thời gian: 10. Độ khó: Dễ. Nguyên liệu chính: Thịt nạc dăm, Hẹ, Trứng gà, Nước mắm, Tiêu, Dầu ăn, Hạt nêm ajingon heo, Ớt sừng. Đặc điểm nổi bật: món không chay, nổi bật với Thịt nạc dăm, Hẹ, Trứng gà, Nước mắm."
M1657,Cupcake trứng muối chà bông phô mai,Dinh dưỡng cân bằng,340.0,"Trứng muối, Chà bông, Trứng gà, Phô mai, Sữa tươi, Nước cốt chanh, Muối, Đường",False,khác,"Tên món: Cupcake trứng muối chà bông phô mai. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 340.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Trứng muối, Chà bông, Trứng gà, Phô mai, Sữa tươi, Nước cốt chanh, Muối, Đường. Đặc điểm nổi bật: món không chay, nổi bật với Trứng muối, Chà bông, Trứng gà, Phô mai."
M0380,Bò áp chảo chanh dây,Dinh dưỡng cân bằng,330.0,"Nước chanh dây, Cà rốt, Nước dừa tươi, Thịt bò Mỹ, Nước bột năng, Hạt nêm ajingon heo, Cọng ngò rí, Ớt băm, Tỏi băm",False,khác,"Tên món: Bò áp chảo chanh dây. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 330.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Nước chanh dây, Cà rốt, Nước dừa tươi, Thịt bò Mỹ, Nước bột năng, Hạt nêm ajingon heo, Cọng ngò rí, Ớt băm, Tỏi băm. Đặc điểm nổi bật: món không chay, nổi bật với Nước chanh dây, Cà rốt, Nước dừa tươi, Thịt bò Mỹ."
M0383,Canh đu đủ viên cua,Dinh dưỡng cân bằng,230.0,"Nấm rơm, Nấm mèo, Giò sống, Lá tía tô, Thịt cua, Đu đủ hườm, Nước mắm, Hành tím băm, Muối, Tiêu, Dầu ăn, Hạt nêm ajingon heo",False,canh,"Tên món: Canh đu đủ viên cua. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 230.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Nấm rơm, Nấm mèo, Giò sống, Lá tía tô, Thịt cua, Đu đủ hườm, Nước mắm, Hành tím băm, Muối, Tiêu, Dầu ăn, Hạt nêm ajingon heo. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Nấm rơm, Nấm mèo, Giò sống, Lá tía tô."
M0381,Đu đủ hường xào tôm đất,Dinh dưỡng cân bằng,260.0,"Tôm đất, Cà rốt, Hành lá, Rau răm, Tỏi củ nhỏ, Đu đủ hường, Tiêu, Dầu ăn, Hạt nêm ajingon heo",False,xào,"Tên món: Đu đủ hường xào tôm đất. Phân loại: Không chay. Kiểu món: xào. Mục tiêu: Dinh dưỡng cân bằng. Calo: 260.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Tôm đất, Cà rốt, Hành lá, Rau răm, Tỏi củ nhỏ, Đu đủ hường, Tiêu, Dầu ăn, Hạt nêm ajingon heo. Đặc điểm nổi bật: món không chay kiểu xào, nổi bật với Tôm đất, Cà rốt, Hành lá, Rau răm."
M0401,Lẩu kim chi,Dinh dưỡng cân bằng,340.0,"Nấm linh chi nâu, Thịt ba chỉ, Đậu hũ trắng, Cải thảo, Nấm kim châm, Rau tần ô, Thịt bò phi lê mềm, Dầu ăn, Ajiquick lẩu kim chi, Tỏi băm",False,lẩu,"Tên món: Lẩu kim chi. Phân loại: Không chay. Kiểu món: lẩu. Mục tiêu: Dinh dưỡng cân bằng. Calo: 340.0 kcal. Thời gian: 10. Độ khó: Dễ. Nguyên liệu chính: Nấm linh chi nâu, Thịt ba chỉ, Đậu hũ trắng, Cải thảo, Nấm kim châm, Rau tần ô, Thịt bò phi lê mềm, Dầu ăn, Ajiquick lẩu kim chi, Tỏi băm. Đặc điểm nổi bật: món không chay kiểu lẩu, nổi bật với Nấm linh chi nâu, Thịt ba chỉ, Đậu hũ trắng, Cải thảo."
M0168,Cuốn chay đậu hũ rau rừng,Dinh dưỡng cân bằng,200.0,"Củ hũ dừa, Rau rừng, Boarô cắt lát, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, Nước tương Phú Sĩ, Ớt sừng",True,khác,"Tên món: Cuốn chay đậu hũ rau rừng. Phân loại: Ăn chay được. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 200.0 kcal. Thời gian: 35. Độ khó: Dễ. Nguyên liệu chính: Củ hũ dừa, Rau rừng, Boarô cắt lát, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, Nước tương Phú Sĩ, Ớt sừng. Đặc điểm nổi bật: món chay, nổi bật với Củ hũ dừa, Rau rừng, Boarô cắt lát, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ."
M1793,Lẩu cá ngát kim chi,Dinh dưỡng cân bằng,320.0,"Kim chi, Nấm rơm, Nước dừa tươi, Tỏi băm, Sả cây, Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men, Rau om, ngò gai, kèo nèo, Bông hẹ, Bún, Muối, sa tế, Dầu ăn, Đường",False,lẩu,"Tên món: Lẩu cá ngát kim chi. Phân loại: Không chay. Kiểu món: lẩu. Mục tiêu: Dinh dưỡng cân bằng. Calo: 320.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Kim chi, Nấm rơm, Nước dừa tươi, Tỏi băm, Sả cây, Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men, Rau om, ngò gai, kèo nèo, Bông hẹ, Bún, Muối, sa tế, Dầu ăn, Đường. Đặc điểm nổi bật: món không chay kiểu lẩu, nổi bật với Kim chi, Nấm rơm, Nước dừa tươi, Tỏi băm."
M0388,Canh cà chua nấu đậu,Dinh dưỡng cân bằng,200.0,"Cà chua, Thịt nạc dăm, Trứng cút, Đậu hũ trắng, Đậu que, Nước mắm, Hành tím băm, Hành lá, Muối, Tiêu, ngò rí, Đường",False,canh,"Tên món: Canh cà chua nấu đậu. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 200.0 kcal. Thời gian: 10. Độ khó: Dễ. Nguyên liệu chính: Cà chua, Thịt nạc dăm, Trứng cút, Đậu hũ trắng, Đậu que, Nước mắm, Hành tím băm, Hành lá, Muối, Tiêu, ngò rí, Đường. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Cà chua, Thịt nạc dăm, Trứng cút, Đậu hũ trắng."
M0390,Gỏi bò rau càng cua,Dinh dưỡng cân bằng,260.0,"Cần tàu, Thịt cổ bò, Rau càng cua, Cà chua bi, nước mắm AJINOMOTO Giấm gạo lên men, hành tím phi, Mè trắng rang, Tiêu, Hạt nêm ajingon heo, Nước tương Phú Sĩ, Tỏi ớt băm, Nước hành tỏi, Rau húng lủi, Ớt sừng cắt sợi, Hành tây tím, Đường",False,gỏi,"Tên món: Gỏi bò rau càng cua. Phân loại: Không chay. Kiểu món: gỏi. Mục tiêu: Dinh dưỡng cân bằng. Calo: 260.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Cần tàu, Thịt cổ bò, Rau càng cua, Cà chua bi, nước mắm AJINOMOTO Giấm gạo lên men, hành tím phi, Mè trắng rang, Tiêu, Hạt nêm ajingon heo, Nước tương Phú Sĩ, Tỏi ớt băm, Nước hành tỏi, Rau húng lủi, Ớt sừng cắt sợi, Hành tây tím, Đường. Đặc điểm nổi bật: món không chay kiểu gỏi, nổi bật với Cần tàu, Thịt cổ bò, Rau càng cua, Cà chua bi."
M0241,Lẩu cá viên nấu sấu,Dinh dưỡng cân bằng,350.0,"Giò sống, Đậu hũ trắng, Sấu quả to, bắp non, Cà chua bi, Tôm sú, Rau cần nước, rau kèo nèo, Cọng súng, Bông so đũa, ngò gai, Rau om, Dầu điều, Tỏi phi, Ớt sừng, Húng quế, Đường",False,lẩu,"Tên món: Lẩu cá viên nấu sấu. Phân loại: Không chay. Kiểu món: lẩu. Mục tiêu: Dinh dưỡng cân bằng. Calo: 350.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Giò sống, Đậu hũ trắng, Sấu quả to, bắp non, Cà chua bi, Tôm sú, Rau cần nước, rau kèo nèo, Cọng súng, Bông so đũa, ngò gai, Rau om, Dầu điều, Tỏi phi, Ớt sừng, Húng quế, Đường. Đặc điểm nổi bật: món không chay kiểu lẩu, nổi bật với Giò sống, Đậu hũ trắng, Sấu quả to, bắp non."
M0756,Lẩu cá đuối lá giang,Dinh dưỡng cân bằng,320.0,"Măng chua, Lá giang, Cà chua, Nước mắm, Bún, Rau om, ngò gai, Tỏi phi, Dầu ăn, Ajiquick lẩu thái, Hành tỏi băm, Ớt sừng",False,lẩu,"Tên món: Lẩu cá đuối lá giang. Phân loại: Không chay. Kiểu món: lẩu. Mục tiêu: Dinh dưỡng cân bằng. Calo: 320.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Măng chua, Lá giang, Cà chua, Nước mắm, Bún, Rau om, ngò gai, Tỏi phi, Dầu ăn, Ajiquick lẩu thái, Hành tỏi băm, Ớt sừng. Đặc điểm nổi bật: món không chay kiểu lẩu, nổi bật với Măng chua, Lá giang, Cà chua, Nước mắm."
M0100,Tàu hũ ky cuốn ngũ sắc,Dinh dưỡng cân bằng,210.0,"Măng tây nhỏ, Nấm kim châm, Cà rốt, Tàu hũ ky lá tươi, Nước cốt thơm, Dầu ăn, Bột năng, Ngũ vị hương, dầu hào chay, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, Nước tương Phú Sĩ, Ớt sừng, Đường",True,khác,"Tên món: Tàu hũ ky cuốn ngũ sắc. Phân loại: Ăn chay được. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 210.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Măng tây nhỏ, Nấm kim châm, Cà rốt, Tàu hũ ky lá tươi, Nước cốt thơm, Dầu ăn, Bột năng, Ngũ vị hương, dầu hào chay, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, Nước tương Phú Sĩ, Ớt sừng, Đường. Đặc điểm nổi bật: món chay, nổi bật với Măng tây nhỏ, Nấm kim châm, Cà rốt, Tàu hũ ky lá tươi."
